컬럼_1,컬럼_2,컬럼_3,컬럼_4,컬럼_5,컬럼_6,컬럼_7,컬럼_8,컬럼_9,컬럼_10,컬럼_11,컬럼_12
오리온홀딩스,A,A,A,A,A,-,-,-,8,,
우리금융지주,A,A+,A+,A,B+,-,-,AA,79,,
우리종금,B,D,B+,B,-,-,-,-,4,,
우성,C,D,C,B+,-,-,-,-,-,,
우신시스템,B,C,C,B+,-,-,-,-,-,,
우진,B,C,C,B+,-,-,-,-,-,,
우진아이엔에스,C,C,C,B+,-,-,-,-,-,,
우진플라임,B,B,C,B,-,-,-,-,-,,
웅진,B,D,B+,B+,-,-,-,-,-,,
웅진씽크빅,B+,B,A,B+,-,-,-,-,9,,
원림,C,D,B,B,-,-,-,-,-,,
웰바이오텍,B,D,B,B,-,-,-,-,-,,
윌비스,C,D,D,B+,-,-,-,-,-,,
유나이티드,B,C,B,B+,-,-,-,-,19,,
유니드,B+,B,B+,B+,-,-,-,-,17,,
유니온,B,B,B,B,-,-,-,-,-,,
유니온머티리얼,B,B,C,B,-,-,-,-,-,,
유니켐,B,C,C,B+,-,-,-,-,-,,
유니퀘스트,B,B,C,B+,-,-,-,-,-,,
유성기업,C,B,D,C,-,-,-,-,-,,
유수홀딩스,B+,D,B,A,-,-,-,-,-,,
유안타증권,C,D,C,B,-,-,-,-,12,,
유엔젤,C,D,C,B,-,-,-,-,-,,
유유제약,B,D,B,B+,-,-,-,-,-,,
유진증권,C,C,C,B,-,-,-,-,13,,
유한양행,B+,B+,A,B+,A+,-,-,BBB,25,,
유화증권,C,D,C,C,-,-,-,-,-,,
율촌화학,B,B,B,B+,-,-,-,-,12,,
이건산업,C,D,C,B+,-,-,-,-,-,,
이구산업,B,B,C,B+,-,-,-,-,-,,
이노션,A,B+,A,A,-,-,-,-,14,,
이마트,A,A,A,A,B+,-,-,B,8,,
이수페타시스,B,B,A,C,-,-,-,-,27,,
이수화학,B,B,B+,B,-,-,-,-,-,,
이스타코,C,D,C,B,-,-,-,-,-,,
이아이디,D,D,C,C,-,-,-,-,-,,
이엔플러스,C,D,B,B,-,-,-,-,-,,
이연제약,B,D,B,B+,-,-,-,-,19,,
이월드,C,D,C,B,-,-,-,-,-,,
이화산업,C,D,C,B,-,-,-,-,-,,
인디에프,C,D,B,B,-,-,-,-,-,,
인바이오젠,C,D,C,C,-,-,-,-,-,,
인스코비,C,D,C,B,-,-,-,-,-,,
인지컨트롤스,C,D,C,B,-,-,-,-,-,,
인천도시가스,C,D,C,B,-,-,-,-,-,,
인터지스,B,B,C,B+,-,-,-,-,-,,
인팩,C,D,C,B+,-,-,-,-,-,,
일동제약,A,B+,A,A,-,-,-,-,-,,
일동홀딩스,A,B+,A,A,-,-,-,-,-,,
일성건설,B,B,C,B+,-,-,-,-,-,,
일성아이에스,C,D,C,B+,-,-,-,-,-,,
일신방직,B+,B,B,A,-,-,-,-,-,,
일신석재,C,D,C,B,-,-,-,-,8,,
일양약품,C,D,C,B+,-,-,-,-,13,,
일정실업,C,C,C,C,-,-,-,-,-,,
일진다이아,C,D,C,B,-,-,-,-,-,,
일진디스플,B,B,B,B,-,-,-,-,-,,
일진전기,C,C,C,B,-,-,-,-,-,,
일진홀딩스,C,C,C,B,-,-,-,-,-,,
잇츠한불,B+,B+,B,B+,-,-,-,-,14,,
자이에스앤디,B,C,B,B+,-,-,-,-,-,,
자화전자,C,C,C,B+,-,-,-,-,20,,
전방,C,C,B,B,-,-,-,-,-,,
제이에스코퍼레이션,C,D,C,B+,-,-,-,-,-,,
제이준코스메틱,C,D,C,B,-,-,-,-,-,,
제일기획,B+,C,A,B+,A,-,-,B,7,,
제일약품,C,D,B,B,-,-,-,-,-,,
제일연마,C,C,C,B+,-,-,-,-,-,,
제일파마홀딩스,B,D,B,B,-,-,-,-,-,,
제주은행,A,B,A+,A,-,-,-,-,-,,
제주항공,B+,B,B+,B+,-,-,-,-,9,,
조광페인트,B,B,B+,B,-,-,-,-,-,,
조광피혁,C,D,C,B,-,-,-,-,-,,
조비,C,D,C,B,-,-,-,-,-,,
조선선재,C,D,C,B+,-,-,-,-,-,,
조일알미늄,B,B,C,B+,-,-,-,-,-,,
조흥,C,D,C,B,-,-,-,-,-,,
종근당,A,A,A+,B+,A,-,-,-,18,,
종근당바이오,B+,B+,A,B+,-,-,-,-,-,,
종근당홀딩스,B+,B+,A,B+,-,-,-,-,21,,
주성코퍼레이션,B,B,C,B,-,-,-,-,-,,
주연테크,C,C,C,C,-,-,-,-,-,,
지누스,C,D,C,B+,B,-,-,-,6,,
지엠비코리아,C,C,C,B,-,-,-,-,-,,
지역난방공사,A,B+,A+,A,-,-,-,-,28,,
진도,D,D,D,C,-,-,-,-,-,,
진양산업,D,D,C,C,-,-,-,-,-,,
진양폴리우레탄,C,D,C,B+,-,-,-,-,-,,
진양홀딩스,C,D,C,B,-,-,-,-,-,,
진양화학,C,D,C,B,-,-,-,-,-,,
진에어,B+,C,A,A,-,-,-,-,-,,
진원생명과학,C,D,C,B+,-,-,-,-,19,,
진흥기업,C,C,C,B+,-,-,-,-,-,,
참엔지니어링,B,D,B,B+,-,-,-,-,-,,
천일고속,B,C,C,B+,-,-,-,-,-,,
청호ICT,D,D,C,D,-,-,-,-,-,,
체시스,C,D,B,B,-,-,-,-,-,,
카카오,A,A,A+,A,A,-,-,A,55,,
카카오뱅크,-,-,-,-,B+,-,-,BB,8,,
카프로,B,B,C,B+,-,-,-,-,-,,
케이비아이동국실업,C,C,C,C,-,-,-,-,-,,
케이씨,B,B,C,B+,-,-,-,-,19,,
케이씨씨,B+,B+,A+,B,A,-,-,-,39,,
케이씨씨글라스,-,-,-,-,-,-,-,-,32,,
케이씨텍,B,B,B,B,-,-,-,-,-,,
케이씨티시,B,B,C,B,-,-,-,-,-,,
케이티,A+,A+,B+,A+,A,-,-,-,58,,
케이티스카이라이프,A,B,A,A,-,-,-,-,21,,
케이티앤지,A,A,A+,A,S,-,-,AA,40,,
코리아써키트,B,B+,C,B+,-,-,-,-,-,,
코리안리,B+,B,B+,A,-,-,-,-,21,,
코스맥스,A,A,A,B+,A,-,-,-,11,,
코스맥스비티아이,B+,A,A,B+,-,-,-,-,-,,
코스모신소재,B,B,C,B,-,-,-,-,-,,
코스모화학,B,B,C,B,-,-,-,-,12,,
코아스,B,C,C,B+,-,-,-,-,-,,
코오롱,B,B,B+,B,-,-,-,-,10,,
코오롱ENP,B+,B,B+,B+,-,-,-,-,-,,
코오롱글로벌,B,C,B,B+,-,-,-,-,-,,
코오롱인더,A,B+,A,A,B+,-,-,-,38,,
코웨이,A,A,A+,B+,A+,-,-,AA,70,,
콘텐트리중앙,C,D,B,C,-,-,-,-,-,,
콜마홀딩스,B+,B,B+,A,-,-,-,-,16,,
콤텍시스템,C,D,B,C,-,-,-,-,-,,
쿠쿠홀딩스,B,D,C,B+,B+,-,-,-,6,,
쿠쿠홈시스,B,D,C,B+,B,-,-,-,10,,
크라운제과,B,C,B+,B+,-,-,-,-,-,,
크라운해태홀딩스,B,C,B+,B,-,-,-,-,-,,
크래프톤,-,-,-,-,B+,-,-,-,10,,
키다리스튜디오,B,D,B,B,-,-,-,-,-,,
키움증권,B,C,A,B,B+,-,-,-,9,,
태경비케이,C,C,B,B,-,-,-,-,-,,
태경산업,B,C,B,B+,-,-,-,-,-,,
태경케미컬,C,D,B,B,-,-,-,-,-,,
태광산업,B+,B,A,B+,C,-,-,-,15,,
태림포장,C,B,C,C,-,-,-,-,-,,
태양금속공업,B,B,C,B,-,-,-,-,-,,
태영건설,B+,A,B,B+,-,-,-,-,23,,
태원물산,C,C,C,B,-,-,-,-,-,,
테이팩스,B+,B+,B+,B+,-,-,-,-,-,,
텔코웨어,C,D,C,B,-,-,-,-,-,,
토니모리,C,D,C,B+,-,-,-,-,-,,
티비에이치글로벌,B,D,B+,B+,-,-,-,-,-,,
티에이치엔,B,C,B,B+,-,-,-,-,-,,
티웨이항공,B,C,B+,B,-,-,-,-,-,,
티웨이홀딩스,C,D,D,B,-,-,-,-,-,,
티케이지휴켐스,B+,B,A,B+,A,-,-,-,16,,
파라다이스,B,D,B,B+,-,-,-,-,7,,
파미셀,B,C,B,B+,-,-,-,-,20,,
팜스코,B+,B+,A,B+,-,-,-,-,-,,
팜젠사이언스,C,D,C,C,-,-,-,-,-,,
팬오션,B+,B+,D,A,B+,-,-,B,14,,
퍼스텍,C,C,C,B,-,-,-,-,-,,
퍼시스,B,C,B+,B,-,-,-,-,-,,
페이퍼코리아,B,B,C,B,-,-,-,-,-,,
평화산업,B,B+,C,B+,-,-,-,-,-,,
평화홀딩스,B,B+,C,B+,-,-,-,-,-,,
포스코DX,A,A,A+,A,-,-,-,-,54,,
포스코스틸리온,A,A,A+,A,-,-,-,-,-,,
포스코인터내셔널,A+,A,A+,A+,A,-,-,-,45,,
포스코퓨처엠,A,A,A+,B+,A+,-,-,BBB,41,,
풀무원,A+,A,A+,A+,-,-,-,-,62,,
풍산,B+,B,A,A,A,-,-,-,14,,
풍산홀딩스,B,D,A,B+,-,-,-,-,9,,
플레이그램,C,D,C,C,-,-,-,-,-,,
하나금융지주,A,A,A+,A,B+,-,-,A,79,,
하나제약,B,D,B,B+,-,-,-,-,-,,
하나투어,B+,B,A,B+,-,-,-,-,19,,
하이브,-,-,-,-,B+,-,-,BBB,10,,
하이스틸,B,C,B,B+,-,-,-,-,-,,
하이트론씨스템즈,C,D,C,B+,-,-,-,-,-,,
하이트진로,B+,B+,A,B,A,-,-,-,9,,
하이트진로홀딩스,B+,B+,A,B,-,-,-,-,-,,
한국가스공사,B+,B+,A,B+,A,-,-,-,77,,
한국공항,B,D,B,B+,-,-,-,-,-,,
한국금융지주,B+,C,A,B+,B,-,-,B,7,,
한국내화,B,B,B,B,-,-,-,-,-,,
한국단자공업,C,C,C,B+,-,-,-,-,13,,
한국무브넥스,B,B,B+,B,-,-,-,-,-,,
한국석유공업,B+,B,B+,B+,-,-,-,-,-,,
한국수출포장공업,B,B,C,B+,-,-,-,-,-,,
한국쉘석유,B,C,B+,B+,-,-,-,-,14,,
한국앤컴퍼니,A,B+,A+,B+,A,-,-,-,45,,
한국자산신탁,C,C,B+,C,-,-,-,-,-,,
한국전력공사,B+,B+,B+,B+,A,-,-,BB,76,,
한국전자홀딩스,B,B,B+,B,-,-,-,-,-,,
한국제지,B,B,B,B,-,-,-,-,-,,
한국종합기술,B,B,C,B+,-,-,-,-,-,,
한국주강,D,D,D,C,-,-,-,-,-,,
한국주철관공업,C,C,C,B,-,-,-,-,-,,
한국철강,B,B,B,B+,-,-,-,-,13,,
한국카본,B,B,B+,B,-,-,-,-,6,,
한국콜마,B+,B+,A,B+,B+,-,-,-,8,,
한국타이어앤테크놀로지,B+,B+,A,B,A,-,-,BBB,78,,
한국토지신탁,C,D,C,C,-,-,-,-,6,,
한국특강,C,C,B,B,-,-,-,-,-,,
한국항공우주,A,A,A+,B+,A,-,-,BB,14,,
한국화장품,B,D,B,B,-,-,-,-,-,,
한국화장품제조,C,C,B,B,-,-,-,-,-,,
한농화성,C,C,B,B,-,-,-,-,-,,
한독,A,B+,A,A,-,-,-,-,26,,
한미글로벌,A,A,A,A,-,-,-,-,-,,
한미반도체,C,D,D,B,-,-,-,-,9,,
한미사이언스,A,B+,A+,A,A,-,-,-,18,,
한미약품,A,B+,A+,A,A,-,-,BB,34,,
한샘,A,B+,A+,A,A+,-,-,-,32,,
한섬,A,A,A+,A,A+,-,-,-,12,,
한성기업,C,D,B,B,-,-,-,-,-,,
한세실업,B,B,B,B+,B+,-,-,-,25,,
한세엠케이,C,D,C,B+,-,-,-,-,-,,
한세예스24홀딩스,B,D,B,B+,-,-,-,-,-,,
한솔로지스틱스,B+,B,B+,B+,-,-,-,-,-,,
한솔제지,A,A,A,A,-,-,-,-,-,,
한솔케미칼,A,A,A,A,A,-,-,-,25,,
한솔테크닉스,A,B+,A,A,-,-,-,-,14,,
한솔피엔에스,A,B+,B+,A,-,-,-,-,-,,
한솔홀딩스,A,B+,A,A,-,-,-,-,19,,
한솔홈데코,A,B+,A,A,-,-,-,-,-,,
한신공영,C,C,C,B,-,-,-,-,14,,
한신기계공업,C,D,C,B+,-,-,-,-,-,,
한양증권,C,D,B+,C,-,-,-,-,-,,
한온시스템,B+,B+,B+,B+,A,-,-,BB,43,,
한올바이오파마,B,D,B,B+,B,-,-,-,17,,
한익스프레스,C,B,B,C,-,-,-,-,-,,
한일시멘트,B+,B+,B+,B,-,-,-,-,-,,
한일철강,C,D,C,B,-,-,-,-,-,,
한일현대시멘트,B+,B+,B+,B+,-,-,-,-,-,,
한일홀딩스,B,B+,B+,B,-,-,-,-,-,,
한전KPS,B,B,B,B+,A,-,-,-,45,,
한전기술,B+,B,B+,B+,A,-,-,-,16,,
한전산업,B+,B,B+,B+,-,-,-,-,-,,
한진,A,A,B+,A,-,-,-,-,15,,
한진중공업홀딩스,B,D,C,B+,-,-,-,-,-,,
한진칼,A,A,A,A,A,-,-,-,5,,
한창,B,D,B,B,-,-,-,-,-,,
한창제지,C,C,C,B,-,-,-,-,-,,
한화,A,A,A+,A,A,-,-,-,19,,
한화생명,A,A+,A+,B+,A,-,-,-,39,,
한화손해보험,A,A,A+,B+,-,-,-,-,9,,
한화솔루션,A,A,A+,B+,A,-,-,BB,24,,
한화시스템,A,B+,A,A,S,-,-,-,43,,
한화에어로스페이스,A,A,A,A,A+,-,-,-,24,,
한화엔진,A,B+,A,A,-,-,-,-,-,,
한화오션,A,B,A+,A,B+,-,-,-,32,,
한화투자증권,B+,B+,A,B+,-,-,-,-,21,,
해성디에스,A,A,A+,A,-,-,-,-,-,,
해태제과식품,B,D,B+,B+,-,-,-,-,-,,
핸즈코퍼레이션,B,B,B,B+,-,-,-,-,-,,
현대건설,A,A,A,A,A,-,-,BB,75,,
현대글로비스,A,A,A+,A,A+,-,-,BB,75,,
현대로템,A,A,A+,A,A+,-,-,-,40,,
현대리바트,A,A,A+,A,-,-,-,-,16,,
현대모비스,A,A,A+,A,A+,-,-,CCC,76,,
현대백화점,A,A,A+,A,A+,-,-,-,23,,
현대비앤지스틸,A,B+,A+,B+,-,-,-,-,-,,
현대약품,B,C,B,B+,-,-,-,-,-,,
현대엘리베이터,A,B+,A,A,A,-,-,-,31,,
현대오토에버,A,A,A+,A,-,-,-,-,44,,
현대위아,A,A,A+,A,A+,-,-,-,57,,
현대자동차,A,A,A,A,B+,-,-,B,78,,
현대제철,B+,B+,B+,A,A,-,-,CCC,77,,
현대지에프홀딩스,A,A,A+,A,A,-,-,-,9,,
현대차증권,A,B+,A+,A,-,-,-,-,14,,
현대코퍼레이션,B+,B+,A,B+,-,-,-,-,18,,
현대코퍼레이션홀딩스,B+,C,A,B+,-,-,-,-,-,,
현대해상,A,A,A+,A,A,-,-,-,37,,
현대홈쇼핑,A,A,A+,A,A+,-,-,-,17,,
형지엘리트,C,D,B,B,-,-,-,-,-,,
혜인,B,B,B,B,-,-,-,-,-,,
호전실업,C,D,C,B+,-,-,-,-,-,,
호텔신라,A,B+,A+,A,B+,-,-,B,16,,
화승엔터프라이즈,B+,B,B+,A,B+,-,-,-,-,,
화승인더스트리,B+,B,B+,A,-,-,-,-,-,,
화승코퍼레이션,B+,B+,B,B+,-,-,-,-,-,,
화신,B+,B+,A,B+,-,-,-,-,-,,
화인베스틸,B,B,C,B,-,-,-,-,-,,
화천기계,C,D,C,B,-,-,-,-,-,,
화천기공,B,D,B,B+,-,-,-,-,-,,
환인제약,B,D,B,B+,-,-,-,-,18,,
황금에스티,C,D,C,B,-,-,-,-,-,,
효성,A,A,A+,B+,A,-,-,-,40,,
효성 ITX,B+,C,B+,B+,-,-,-,-,-,,
효성중공업,A,A,A+,A,-,-,-,-,38,,
효성티앤씨,A,A,A+,A,S,-,-,-,41,,
효성화학,A,A,A+,A,-,-,-,-,43,,
후성,B+,A,B,B,A,-,-,-,14,,
휠라홀딩스,A,B+,A+,A,S,-,-,-,36,,
휴니드테크놀러지스,B,C,B+,B+,-,-,-,-,-,,
휴비스,A,B+,A+,A,-,-,-,-,13,,
휴스틸,C,C,C,B,-,-,-,-,-,,
흥국화재,B+,B,A,B,-,-,-,-,-,,
흥아해운,D,D,C,D,-,-,-,-,-,,
