회사명,종합등급,환경,사회,지배구조,연도
하이트론씨스템즈,D,D,D,D,2022
하이트론씨스템즈,C,D,C,B+,2023
하이트진로,B,B,B,B,2020
하이트진로,B+,B+,A,B,2021
하이트진로,B,B,B+,B,2022
하이트진로,B+,B+,A,B,2023
하이트진로,B,A,A,C,2024
하이트진로홀딩스,B,C,B,B,2020
하이트진로홀딩스,B+,B+,A,B,2021
하이트진로홀딩스,B,B,B+,B,2022
하이트진로홀딩스,B+,B+,A,B,2023
하이트진로홀딩스,B+,A,A,B,2024
한국가스공사,A,B+,A+,B+,2020
한국가스공사,B+,B+,A,B+,2021
한국가스공사,B+,B+,A,B+,2022
한국가스공사,B+,B+,A,B+,2023
한국가스공사,A,A,A+,B+,2024
한국공항,C,D,B,B,2020
한국공항,B,D,B,B+,2021
한국공항,C,C,B+,C,2022
한국공항,B,D,B,B+,2023
한국공항,B+,A,B,B+,2024
한국금융지주,B,D,B+,B+,2020
한국금융지주,B+,C,A,B+,2021
한국금융지주,B,D,B+,B+,2022
한국금융지주,B+,C,A,B+,2023
한국금융지주,B+,C,B+,B+,2024
한국내화,C,C,B,D,2020
한국내화,B,B,B,B,2021
한국내화,C,C,B+,D,2022
한국내화,B,B,B,B,2023
한국내화,C,B+,B+,D,2024
한국단자공업,C,C,B,B,2020
한국단자공업,C,C,C,B+,2021
한국단자공업,D,D,C,C,2022
한국단자공업,C,C,C,B+,2023
한국단자공업,C,C,B,C,2024
한국무브넥스,C,B,B+,C,2020
한국무브넥스,B,B,B+,B,2021
한국무브넥스,D,D,C,C,2022
한국무브넥스,B,B,B+,B,2023
한국무브넥스,C,C,C,C,2024
한국석유공업,C,C,C,B,2020
한국석유공업,B+,B,B+,B+,2021
한국석유공업,B,D,B,B+,2022
한국석유공업,B+,B,B+,B+,2023
한국석유공업,B+,B+,B+,B+,2024
한국수출포장공업,B,B,C,B,2020
한국수출포장공업,B,B,C,B+,2021
한국수출포장공업,D,C,D,D,2022
한국수출포장공업,B,B,C,B+,2023
한국수출포장공업,D,C,D,D,2024
한국쉘석유,B,C,B+,B,2020
한국쉘석유,B,C,B+,B+,2021
한국쉘석유,C,C,C,B,2022
한국쉘석유,B,C,B+,B+,2023
한국쉘석유,C,C,C,B+,2024
한국앤컴퍼니,B,B+,B+,B,2020
한국앤컴퍼니,A,B+,A+,B+,2021
한국앤컴퍼니,B,C,B,B+,2022
한국앤컴퍼니,A,B+,A+,B+,2023
한국앤컴퍼니,B+,B+,A,B+,2024
한국자산신탁,C,D,B,C,2020
한국자산신탁,C,C,B+,C,2021
한국자산신탁,C,C,D,B,2022
한국자산신탁,C,C,B+,C,2023
한국자산신탁,C,C,C,B,2024
한국전력공사,A,B+,A,A,2020
한국전력공사,B+,B+,B+,B+,2021
한국전력공사,B,B,B,B+,2022
한국전력공사,B+,B+,B+,B+,2023
한국전력공사,B+,B,A,A,2024
한국전자홀딩스,C,C,B,C,2020
한국전자홀딩스,B,B,B+,B,2021
한국전자홀딩스,D,C,D,D,2022
한국전자홀딩스,B,B,B+,B,2023
한국전자홀딩스,D,C,C,D,2024
한국제지,B,B+,B,B,2020
한국제지,B,B,B,B,2021
한국제지,D,D,C,D,2022
한국제지,B,B,B,B,2023
한국제지,C,C,C,C,2024
한국종합기술,B,B,C,B,2020
한국종합기술,B,B,C,B+,2021
한국종합기술,C,D,C,B,2022
한국종합기술,B,B,C,B+,2023
한국종합기술,C,C,C,B,2024
한국주강,C,D,C,C,2020
한국주강,D,D,D,C,2021
한국주강,D,D,D,D,2022
한국주강,D,D,D,C,2023
한국주강,D,D,D,D,2024
한국주철관공업,C,C,C,B,2020
한국주철관공업,C,C,C,B,2021
한국주철관공업,D,C,C,D,2022
한국주철관공업,C,C,C,B,2023
한국주철관공업,D,C,D,D,2024
한국철강,C,B+,B,C,2020
한국철강,B,B,B,B+,2021
한국철강,C,C,D,B,2022
한국철강,B,B,B,B+,2023
한국철강,C,C,D,B,2024
한국카본,B+,B,B,B+,2020
한국카본,B,B,B+,B,2021
한국카본,C,B+,A,D,2022
한국카본,B,B,B+,B,2023
한국카본,B,B+,B+,C,2024
한국콜마,B+,B,B+,B+,2020
한국콜마,B+,B+,A,B+,2021
한국콜마,B+,B+,B+,B+,2022
한국콜마,B+,B+,A,B+,2023
한국콜마,A,A,A+,A,2024
한국타이어앤테크놀로지,B+,A,A,B,2020
한국타이어앤테크놀로지,B+,B+,A,B,2021
한국타이어앤테크놀로지,B,B,A,C,2022
한국타이어앤테크놀로지,B+,B+,A,B,2023
한국타이어앤테크놀로지,B,B+,A+,D,2024
한국토지신탁,C,D,B,C,2020
한국토지신탁,C,D,C,C,2021
한국토지신탁,C,D,C,C,2022
한국토지신탁,C,D,C,C,2023
한국토지신탁,C,D,C,B,2024
한국특강,B,B,B,B,2020
한국특강,C,C,B,B,2021
한국특강,D,C,C,D,2022
한국특강,C,C,B,B,2023
한국특강,C,C,C,C,2024
한국항공우주,A,A,A+,B+,2020
한국항공우주,A,A,A+,B+,2021
한국항공우주,C,B,A,D,2022
한국항공우주,A,A,A+,B+,2023
한국항공우주,B+,B+,A,B+,2024
한국화장품,B,D,B+,B,2020
한국화장품,B,D,B,B,2021
한국화장품,C,D,C,C,2022
한국화장품,B,D,B,B,2023
한국화장품,D,D,C,D,2024
한국화장품제조,C,D,B,B,2020
한국화장품제조,C,C,B,B,2021
한국화장품제조,D,D,C,C,2022
한국화장품제조,C,C,B,B,2023
한국화장품제조,D,D,C,D,2024
한농화성,C,C,C,B,2020
한농화성,C,C,B,B,2021
한농화성,D,D,D,D,2022
한농화성,C,C,B,B,2023
한농화성,D,C,C,D,2024
한독,B+,B+,B+,B,2020
한독,A,B+,A,A,2021
한독,B+,B,A,B+,2022
한독,A,B+,A,A,2023
한독,A,A,A+,B+,2024
한미글로벌,B+,B,B+,B+,2020
한미글로벌,A,A,A,A,2021
한미글로벌,B+,B+,A,B+,2022
한미글로벌,A,A,A,A,2023
한미글로벌,B+,A,A+,B,2024
한미반도체,C,D,C,B,2020
한미반도체,C,D,D,B,2021
한미반도체,C,D,D,B,2022
한미반도체,C,D,D,B,2023
한미반도체,D,D,D,C,2024
한미사이언스,B,B,B,B,2020
한미사이언스,A,B+,A+,A,2021
한미사이언스,B+,B,A+,B,2022
한미사이언스,A,B+,A+,A,2023
한미사이언스,B+,A,A,B,2024
한미약품,A,B+,A+,B+,2020
한미약품,A,B+,A+,A,2021
한미약품,B+,B,A+,B,2022
한미약품,A,B+,A+,A,2023
한미약품,B+,A,A,B,2024
한샘,B+,B+,A+,B,2020
한샘,A,B+,A+,A,2021
한샘,A,B+,A,A,2022
한샘,A,B+,A+,A,2023
한샘,A,A,A,A,2024
한섬,A,B+,A,A,2020
한섬,A,A,A+,A,2021
한섬,B+,A,A,B,2022
한섬,A,A,A+,A,2023
한섬,A,A,A+,A,2024
한성기업,C,D,B,C,2020
한성기업,C,D,B,B,2021
한성기업,D,D,D,D,2022
한성기업,C,D,B,B,2023
한성기업,C,B,B,D,2024
한세실업,B,C,B,B+,2020
한세실업,B,B,B,B+,2021
한세실업,C,C,B+,C,2022
한세실업,B,B,B,B+,2023
한세실업,B+,B+,A,B+,2024
한세엠케이,C,C,C,B,2020
한세엠케이,C,D,C,B+,2021
한세엠케이,C,C,B,C,2022
한세엠케이,C,D,C,B+,2023
한세엠케이,C,B,B+,C,2024
한세예스24홀딩스,B,C,B,B,2020
한세예스24홀딩스,B,D,B,B+,2021
한세예스24홀딩스,B+,C,B+,B+,2022
한세예스24홀딩스,B,D,B,B+,2023
한세예스24홀딩스,A,B+,A,A,2024
한솔로지스틱스,B+,B,B+,A,2020
한솔로지스틱스,B+,B,B+,B+,2021
한솔로지스틱스,B+,C,A,B+,2022
한솔로지스틱스,B+,B,B+,B+,2023
한솔로지스틱스,B,C,B+,B+,2024
한솔제지,A,A,A,A,2020
한솔제지,A,A,A,A,2021
한솔제지,B+,B+,A,B+,2022
한솔제지,A,A,A,A,2023
한솔제지,A,A,A,A,2024
한솔케미칼,B+,B,B+,B+,2020
한솔케미칼,A,A,A,A,2021
한솔케미칼,B,C,B+,B+,2022
한솔케미칼,A,A,A,A,2023
한솔케미칼,B+,B+,B+,B+,2024
한솔테크닉스,B+,B+,B+,A,2020
한솔테크닉스,A,B+,A,A,2021
한솔테크닉스,B+,B,A,B+,2022
한솔테크닉스,A,B+,A,A,2023
한솔테크닉스,B+,B+,A,B+,2024
한솔피엔에스,A,B+,B+,A,2020
한솔피엔에스,A,B+,B+,A,2021
한솔피엔에스,B,C,B,B+,2022
한솔피엔에스,A,B+,B+,A,2023
한솔피엔에스,B+,B,B,A,2024
한솔홀딩스,A,B+,A,A,2020
한솔홀딩스,A,B+,A,A,2021
한솔홀딩스,A,B+,A,A,2022
한솔홀딩스,A,B+,A,A,2023
한솔홀딩스,A,B+,A,A,2024
한솔홈데코,B+,B,B+,A,2020
한솔홈데코,A,B+,A,A,2021
한솔홈데코,B,C,B,B+,2022
한솔홈데코,A,B+,A,A,2023
한솔홈데코,B+,B+,B+,B+,2024
한신공영,C,C,B,B,2020
한신공영,C,C,C,B,2021
한신공영,D,D,C,D,2022
한신공영,C,C,C,B,2023
한신공영,D,C,C,D,2024
한신기계공업,C,B,C,C,2020
한신기계공업,C,D,C,B+,2021
한신기계공업,D,D,D,D,2022
한신기계공업,C,D,C,B+,2023
한신기계공업,D,C,D,D,2024
한양증권,C,D,B+,C,2020
한양증권,C,D,B+,C,2021
한양증권,D,D,D,C,2022
한양증권,C,D,B+,C,2023
한양증권,C,D,B,C,2024
한온시스템,B,B,B,B+,2020
한온시스템,B+,B+,B+,B+,2021
한온시스템,B,B+,A,C,2022
한온시스템,B+,B+,B+,B+,2023
한온시스템,B+,B+,A+,B,2024
한올바이오파마,B,D,B+,B,2020
한올바이오파마,B,D,B,B+,2021
한올바이오파마,C,D,C,C,2022
한올바이오파마,B,D,B,B+,2023
한올바이오파마,B,B,D,B+,2024
한익스프레스,C,B,C,D,2020
한익스프레스,C,B,B,C,2021
한익스프레스,D,D,C,D,2022
한익스프레스,C,B,B,C,2023
한익스프레스,C,C,C,C,2024
한일시멘트,B,C,B+,B,2020
한일시멘트,B+,B+,B+,B,2021
한일시멘트,C,B+,A,D,2022
한일시멘트,B+,B+,B+,B,2023
한일시멘트,A,A,A+,B+,2024
한일철강,D,D,D,C,2020
한일철강,C,D,C,B,2021
한일철강,D,D,D,D,2022
한일철강,C,D,C,B,2023
한일철강,D,D,D,D,2024
한일현대시멘트,B+,B,B+,B+,2020
한일현대시멘트,B+,B+,B+,B+,2021
한일현대시멘트,B+,B+,B+,B,2022
한일현대시멘트,B+,B+,B+,B+,2023
한일현대시멘트,B+,A,A+,B,2024
한일홀딩스,B,D,B+,B+,2020
한일홀딩스,B,B+,B+,B,2021
한일홀딩스,C,B+,A,D,2022
한일홀딩스,B,B+,B+,B,2023
한일홀딩스,A,A,A+,B+,2024
한전KPS,B+,B+,A,B+,2020
한전KPS,B,B,B,B+,2021
한전KPS,A,B+,A,A,2022
한전KPS,B,B,B,B+,2023
한전KPS,A,A,A,A,2024
한전기술,B+,B+,A,B+,2020
한전기술,B+,B,B+,B+,2021
한전기술,B+,B,B+,B+,2022
한전기술,B+,B,B+,B+,2023
한전기술,A,B+,A+,A,2024
한전산업,B+,B,B+,B+,2020
한전산업,B+,B,B+,B+,2021
한전산업,C,C,B,C,2022
한전산업,B+,B,B+,B+,2023
한전산업,C,C,D,B,2024
한진,B,B,C,B+,2020
한진,A,A,B+,A,2021
한진,B+,B+,A,B+,2022
한진,A,A,B+,A,2023
한진,A,A,A,A,2024
한진중공업홀딩스,B,D,C,B+,2020
한진중공업홀딩스,B,D,C,B+,2021
한진중공업홀딩스,C,D,D,B+,2022
한진중공업홀딩스,B,D,C,B+,2023
한진중공업홀딩스,C,D,C,B+,2024
한진칼,B+,B,B,A,2020
한진칼,A,A,A,A,2021
한진칼,A,A,A,A,2022
한진칼,A,A,A,A,2023
한진칼,A,A,A+,A,2024
한창,C,D,B,C,2020
한창,B,D,B,B,2021
한창,D,D,D,D,2022
한창,B,D,B,B,2023
한창,D,D,D,D,2024
한창제지,B,B,C,B,2020
한창제지,C,C,C,B,2021
한창제지,C,C,C,B,2022
한창제지,C,C,C,B,2023
한창제지,C,C,C,C,2024
한컴라이프케어,C,C,B,D,2024
한화,A,B+,A,A,2020
한화,A,A,A+,A,2021
한화,A,A,A+,A,2022
한화,A,A,A+,A,2023
한화,B+,B+,B+,B+,2024
한화생명,A,A,A+,B+,2020
한화생명,A,A+,A+,B+,2021
한화생명,A,A,A+,B+,2022
한화생명,A,A+,A+,B+,2023
한화생명,A,A,A+,B+,2024
한화손해보험,B+,B,A,B,2020
한화손해보험,A,A,A+,B+,2021
한화손해보험,A,A,A,A,2022
한화손해보험,A,A,A+,B+,2023
한화손해보험,A,A,A,A,2024
한화솔루션,B+,A,A,B,2020
한화솔루션,A,A,A+,B+,2021
한화솔루션,B,A,A,C,2022
한화솔루션,A,A,A+,B+,2023
한화솔루션,B+,A,A+,B,2024
한화시스템,A,B+,A,A,2021
한화시스템,A,B+,A+,A,2022
한화시스템,A,B+,A,A,2023
한화시스템,A,A,A+,A,2024
한화에어로스페이스,A,A,A,A,2020
한화에어로스페이스,A,A,A,A,2021
한화에어로스페이스,B+,B+,A,B,2022
한화에어로스페이스,A,A,A,A,2023
한화에어로스페이스,A,A,A,A,2024
한화엔진,A,B+,A,A,2020
한화엔진,A,B+,A,A,2021
한화엔진,B+,B,A,B+,2022
한화엔진,A,B+,A,A,2023
한화엔진,B+,B,A,B+,2024
한화오션,B+,B+,B,A,2020
한화오션,A,B,A+,A,2021
한화오션,B+,B,B+,B+,2022
한화오션,A,B,A+,A,2023
한화오션,B+,B+,B+,B+,2024
한화투자증권,B+,B,A,B+,2020
한화투자증권,B+,B+,A,B+,2021
한화투자증권,B+,B+,A,B+,2022
한화투자증권,B+,B+,A,B+,2023
한화투자증권,A,A,A+,B+,2024
해성디에스,A,A,A,A,2020
해성디에스,A,A,A+,A,2021
해성디에스,B+,B+,A,B+,2022
해성디에스,A,A,A+,A,2023
해성디에스,A,A,A+,B+,2024
해태제과식품,B,D,B+,B,2020
해태제과식품,B,D,B+,B+,2021
해태제과식품,C,D,B,C,2022
해태제과식품,B,D,B+,B+,2023
해태제과식품,D,D,C,D,2024
핸즈코퍼레이션,B,B,B,B+,2020
핸즈코퍼레이션,B,B,B,B+,2021
핸즈코퍼레이션,C,C,B,D,2022
핸즈코퍼레이션,B,B,B,B+,2023
핸즈코퍼레이션,C,C,B,D,2024
현대건설,A,A+,A,A,2020
현대건설,A,A,A,A,2021
현대건설,A,A,A,B+,2022
현대건설,A,A,A,A,2023
현대건설,A,A,A,A,2024
현대글로비스,A,A,A+,A,2020
현대글로비스,A,A,A+,A,2021
현대글로비스,A,A,A+,A,2022
현대글로비스,A,A,A+,A,2023
현대글로비스,A+,A+,A+,A,2024
현대로템,B+,B,A,B+,2020
현대로템,A,A,A+,A,2021
현대로템,A,A,A+,A,2022
현대로템,A,A,A+,A,2023
현대로템,A,A,A+,A,2024
현대리바트,A,B,A,A,2020
현대리바트,A,A,A+,A,2021
현대리바트,A,A,A,A,2022
현대리바트,A,A,A+,A,2023
현대리바트,A,A,A+,B+,2024
현대모비스,A,B+,A+,A,2020
현대모비스,A,A,A+,A,2021
현대모비스,A,A,A+,B+,2022
현대모비스,A,A,A+,A,2023
현대모비스,A,A+,A+,B+,2024
현대백화점,A,B+,A,A,2020
현대백화점,A,A,A+,A,2021
현대백화점,A,A,A,A,2022
현대백화점,A,A,A+,A,2023
현대백화점,A+,A+,A+,A,2024
현대비앤지스틸,B+,B+,A,B+,2020
현대비앤지스틸,A,B+,A+,B+,2021
현대비앤지스틸,C,B+,B+,D,2022
현대비앤지스틸,A,B+,A+,B+,2023
현대비앤지스틸,B,A,B+,C,2024
현대약품,B,B,B+,B,2020
현대약품,B,C,B,B+,2021
현대약품,D,D,C,D,2022
현대약품,B,C,B,B+,2023
현대약품,C,C,C,B,2024
현대엘리베이터,A,B+,A,A,2020
현대엘리베이터,A,B+,A,A,2021
현대엘리베이터,B,C,B,B,2022
현대엘리베이터,A,B+,A,A,2023
현대엘리베이터,B+,B+,A,B+,2024
현대오토에버,A,A,A+,A,2021
현대오토에버,B+,B+,A,B+,2022
현대오토에버,A,A,A+,A,2023
현대오토에버,A,A+,A+,B+,2024
현대위아,A,A,A+,A,2020
현대위아,A,A,A+,A,2021
현대위아,A,A,A,B+,2022
현대위아,A,A,A+,A,2023
현대위아,A+,A+,A+,A,2024
현대자동차,A,A,A+,A,2020
현대자동차,A,A,A,A,2021
현대자동차,B+,A,B+,B,2022
현대자동차,A,A,A,A,2023
현대자동차,A,A,A,B+,2024
현대제철,B+,B+,B,B+,2020
현대제철,B+,B+,B+,A,2021
현대제철,A,A,A,B+,2022
현대제철,B+,B+,B+,A,2023
현대제철,A,A+,A,B+,2024
현대지에프홀딩스,A,B+,A,A,2020
현대지에프홀딩스,A,A,A+,A,2021
현대지에프홀딩스,A,A,A,A,2022
현대지에프홀딩스,A,A,A+,A,2023
현대지에프홀딩스,A,A,A+,A,2024
현대차증권,A,B,A+,A,2020
현대차증권,A,B+,A+,A,2021
현대차증권,A,B+,A+,B+,2022
현대차증권,A,B+,A+,A,2023
현대차증권,A,B+,A+,B+,2024
현대코퍼레이션,B,D,B,B,2020
현대코퍼레이션,B+,B+,A,B+,2021
현대코퍼레이션,B,C,B,B,2022
현대코퍼레이션,B+,B+,A,B+,2023
현대코퍼레이션,B+,B,B+,B+,2024
현대코퍼레이션홀딩스,C,D,C,B,2020
현대코퍼레이션홀딩스,B+,C,A,B+,2021
현대코퍼레이션홀딩스,B,C,B,B+,2022
현대코퍼레이션홀딩스,B+,C,A,B+,2023
현대코퍼레이션홀딩스,B+,B,B+,B+,2024
현대퓨처넷,B+,C,A,A,2020
현대퓨처넷,A,A,A,A,2022
현대퓨처넷,A,A,A+,A,2024
현대해상,A,B+,A,A,2020
현대해상,A,A,A+,A,2021
현대해상,B+,A,A,B+,2022
현대해상,A,A,A+,A,2023
현대해상,A,A,A+,A,2024
현대홈쇼핑,A,A,A,A,2020
현대홈쇼핑,A,A,A+,A,2021
현대홈쇼핑,A,A,A+,A,2022
현대홈쇼핑,A,A,A+,A,2023
현대홈쇼핑,A,A,A+,A,2024
형지엘리트,C,D,B,C,2020
형지엘리트,C,D,B,B,2021
형지엘리트,D,D,C,D,2022
형지엘리트,C,D,B,B,2023
형지엘리트,D,D,D,D,2024
혜인,C,B,C,C,2020
혜인,B,B,B,B,2021
혜인,D,D,D,D,2022
혜인,B,B,B,B,2023
혜인,D,D,D,D,2024
호전실업,C,D,C,B+,2020
호전실업,C,D,C,B+,2021
호전실업,D,D,D,C,2022
호전실업,C,D,C,B+,2023
호전실업,C,D,D,B,2024
호텔신라,A,A,A,A,2020
호텔신라,A,B+,A+,A,2021
호텔신라,A,B+,A,A,2022
호텔신라,A,B+,A+,A,2023
호텔신라,A,A,A,A,2024
화승알앤에이,B,B,B+,B,2024
화승엔터프라이즈,B+,B+,B,A,2020
화승엔터프라이즈,B+,B,B+,A,2021
화승엔터프라이즈,B+,B,B,A,2022
화승엔터프라이즈,B+,B,B+,A,2023
화승엔터프라이즈,B+,B+,B+,B+,2024
화승인더스트리,B,B,B,B+,2020
화승인더스트리,B+,B,B+,A,2021
화승인더스트리,C,C,C,B+,2022
화승인더스트리,B+,B,B+,A,2023
화승인더스트리,B+,B+,B+,B+,2024
화승코퍼레이션,B+,B+,B,B+,2020
화승코퍼레이션,B+,B+,B,B+,2021
화승코퍼레이션,C,C,C,B,2022
화승코퍼레이션,B+,B+,B,B+,2023
화승코퍼레이션,B,C,B,B+,2024
화신,C,D,B+,B,2020
화신,B+,B+,A,B+,2021
화신,C,C,A,C,2022
화신,B+,B+,A,B+,2023
화신,B+,B,A,B,2024
화인베스틸,B,B,C,B,2020
화인베스틸,B,B,C,B,2021
화인베스틸,D,C,D,D,2022
화인베스틸,B,B,C,B,2023
화인베스틸,D,C,C,D,2024
화천기계,C,B,B,C,2020
화천기계,C,D,C,B,2021
화천기계,D,D,D,D,2022
화천기계,C,D,C,B,2023
화천기계,C,D,C,C,2024
화천기공,C,D,C,B,2020
화천기공,B,D,B,B+,2021
화천기공,D,D,D,C,2022
화천기공,B,D,B,B+,2023
화천기공,C,D,C,C,2024
환인제약,B,D,B+,B+,2020
환인제약,B,D,B,B+,2021
환인제약,B,D,B+,B+,2022
환인제약,B,D,B,B+,2023
환인제약,B,C,C,B+,2024
황금에스티,D,D,C,C,2020
황금에스티,C,D,C,B,2021
황금에스티,C,D,D,B,2022
황금에스티,C,D,C,B,2023
황금에스티,C,D,D,B,2024
효성,B+,A,A+,B,2020
효성,A,A,A+,B+,2021
효성,B+,A,A+,B,2022
효성,A,A,A+,B+,2023
효성,A,A,A+,B+,2024
효성 ITX,B+,C,B+,B+,2020
효성 ITX,B+,C,B+,B+,2021
효성 ITX,B+,B,A,B+,2022
효성 ITX,B+,C,B+,B+,2023
효성 ITX,B+,B+,A+,B,2024
효성중공업,A,A,A+,A,2020
효성중공업,A,A,A+,A,2021
효성중공업,A,A,A+,B+,2022
효성중공업,A,A,A+,A,2023
효성중공업,A,A,A+,B+,2024
효성티앤씨,A+,A+,A+,A,2020
효성티앤씨,A,A,A+,A,2021
효성티앤씨,A,A,A+,B+,2022
효성티앤씨,A,A,A+,A,2023
효성티앤씨,A,A+,A+,B+,2024
효성화학,A+,A+,A+,A,2020
효성화학,A,A,A+,A,2021
효성화학,A,A,A+,B+,2022
효성화학,A,A,A+,A,2023
효성화학,A,A,A+,B+,2024
후성,C,B,C,C,2020
후성,B+,A,B,B,2021
후성,B,B,B+,B,2022
후성,B+,A,B,B,2023
후성,B+,A,A,B,2024
휠라홀딩스,B+,B,B+,B+,2020
휠라홀딩스,A,B+,A+,A,2021
휠라홀딩스,B+,B,A,B+,2022
휠라홀딩스,A,B+,A+,A,2023
휠라홀딩스,A,A,A,B+,2024
휴니드테크놀러지스,C,C,B,B,2020
휴니드테크놀러지스,B,C,B+,B+,2021
휴니드테크놀러지스,D,D,C,C,2022
휴니드테크놀러지스,B,C,B+,B+,2023
휴니드테크놀러지스,D,C,D,D,2024
휴비스,B+,B+,B+,B+,2020
휴비스,A,B+,A+,A,2021
휴비스,B+,B+,A,B+,2022
휴비스,A,B+,A+,A,2023
휴비스,A,B+,A+,B+,2024
휴스틸,C,B,B,C,2020
휴스틸,C,C,C,B,2021
휴스틸,D,D,D,C,2022
휴스틸,C,C,C,B,2023
휴스틸,C,C,C,C,2024
흥국화재,B,D,A,B,2020
흥국화재,B+,B,A,B,2021
흥국화재,B+,C,B+,B+,2022
흥국화재,B+,B,A,B,2023
흥국화재,B+,B,B+,B+,2024
흥아해운,D,D,C,D,2020
흥아해운,D,D,C,D,2021
흥아해운,C,C,B,C,2022
흥아해운,D,D,C,D,2023
흥아해운,B,B,B+,B,2024
